qid	ngramtype	gram	field	featurename	featurevalue
QALD2_te-92	unigram	springsteen	attributes	cf	-12.339076678293848
QALD2_te-92	unigram	springsteen	similarentitynames	cf	-12.05318201248902
QALD2_te-92	unigram	springsteen	categories	cf	-11.841564357454972
QALD2_te-92	unigram	springsteen	outgoingentitynames	cf	-10.814467797961932
QALD2_te-92	unigram	release	names	cf	-10.239884915736292
QALD2_te-92	unigram	release	attributes	cf	-6.138588370496876
QALD2_te-92	unigram	release	similarentitynames	cf	-10.025516740332902
QALD2_te-92	unigram	release	categories	cf	-9.974832238111842
QALD2_te-92	unigram	release	outgoingentitynames	cf	-11.014576951978098
QALD2_te-92	unigram	1980	names	cf	-8.925309039372742
QALD2_te-92	unigram	1980	attributes	cf	-8.352954208753433
QALD2_te-92	unigram	1980	similarentitynames	cf	-9.257356200504423
QALD2_te-92	unigram	1980	categories	cf	-7.430382132802662
QALD2_te-92	unigram	1980	outgoingentitynames	cf	-10.573847526340472
QALD2_te-92	unigram	1990	names	cf	-8.77365301047225
QALD2_te-92	unigram	1990	attributes	cf	-8.219269489121062
QALD2_te-92	unigram	1990	similarentitynames	cf	-9.032980915089016
QALD2_te-92	unigram	1990	categories	cf	-7.546895180410964
QALD2_te-92	unigram	1990	outgoingentitynames	cf	-10.51617867261443
QALD2_te-92	bigram	show song	names	cf	-14.483606879032994
QALD2_te-92	bigram	show song	attributes	cf	-13.996763482894991
QALD2_te-92	bigram	show song	similarentitynames	cf	-14.952770425490108
QALD2_te-92	bigram	show song	categories	cf	-15.428549503887568
QALD2_te-92	bigram	show song	outgoingentitynames	cf	-16.389469482752208
QALD2_te-92	bigram	song bruce	names	cf	-15.44868777507658
QALD2_te-92	bigram	song bruce	attributes	cf	-15.296046467025253
QALD2_te-92	bigram	song bruce	similarentitynames	cf	-16.05138271415822
QALD2_te-92	bigram	song bruce	categories	cf	-13.036352252203836
QALD2_te-92	bigram	song bruce	outgoingentitynames	cf	-17.26493822010611
QALD2_te-92	bigram	bruce springsteen	names	cf	-12.933009466621828
QALD2_te-92	bigram	bruce springsteen	attributes	cf	-12.673493638081457
QALD2_te-92	bigram	bruce springsteen	similarentitynames	cf	-12.684086884171743
QALD2_te-92	bigram	bruce springsteen	categories	cf	-11.8590168074062
QALD2_te-92	bigram	bruce springsteen	outgoingentitynames	cf	-11.7244592964081
QALD2_te-92	bigram	springsteen release	names	cf	-Infinity
QALD2_te-92	bigram	springsteen release	attributes	cf	-15.817343390658538
QALD2_te-92	bigram	springsteen release	similarentitynames	cf	-Infinity
QALD2_te-92	bigram	springsteen release	categories	cf	-Infinity
QALD2_te-92	bigram	springsteen release	outgoingentitynames	cf	-Infinity
QALD2_te-92	bigram	release 1980	names	cf	-Infinity
QALD2_te-92	bigram	release 1980	attributes	cf	-12.61331407390733
QALD2_te-92	bigram	release 1980	similarentitynames	cf	-Infinity
QALD2_te-92	bigram	release 1980	categories	cf	-17.10252593745924
QALD2_te-92	bigram	release 1980	outgoingentitynames	cf	-17.7757638438721
QALD2_te-92	bigram	1980 1990	names	cf	-14.309253491888215
QALD2_te-92	bigram	1980 1990	attributes	cf	-13.968750446667316
QALD2_te-92	bigram	1980 1990	similarentitynames	cf	-14.179580537256626
QALD2_te-92	bigram	1980 1990	categories	cf	-Infinity
QALD2_te-92	bigram	1980 1990	outgoingentitynames	cf	-15.984004374644044
QALD2_te-93	unigram	movies	names	cf	-10.074567445113043
QALD2_te-93	unigram	movies	attributes	cf	-9.770842562884171
QALD2_te-93	unigram	movies	similarentitynames	cf	-9.616836195370764
QALD2_te-93	unigram	movies	categories	cf	-10.838492955709526
QALD2_te-93	unigram	movies	outgoingentitynames	cf	-12.006401723569915
QALD2_te-93	unigram	sam	names	cf	-8.39175846498041
QALD2_te-93	unigram	sam	attributes	cf	-9.628971200358034
QALD2_te-93	unigram	sam	similarentitynames	cf	-8.605089372843553
QALD2_te-93	unigram	sam	categories	cf	-11.311546917772885
QALD2_te-93	unigram	sam	outgoingentitynames	cf	-7.98203535532871
QALD2_te-93	unigram	raimi	names	cf	-13.864567670626771
QALD2_te-93	unigram	raimi	attributes	cf	-14.269407677982231
QALD2_te-93	unigram	raimi	similarentitynames	cf	-13.343332513056007
QALD2_te-93	unigram	raimi	categories	cf	-14.67477770151119
QALD2_te-93	unigram	raimi	outgoingentitynames	cf	-11.955680913519737
QALD2_te-93	unigram	direct	names	cf	-8.378919944784466
QALD2_te-93	unigram	direct	attributes	cf	-7.655137345255972
QALD2_te-93	unigram	direct	similarentitynames	cf	-9.809159448703053
QALD2_te-93	unigram	direct	categories	cf	-7.114176538742632
QALD2_te-93	unigram	direct	outgoingentitynames	cf	-11.403013044353111
QALD2_te-93	unigram	army	names	cf	-8.034642141130215
QALD2_te-93	unigram	army	attributes	cf	-7.709079194423212
QALD2_te-93	unigram	army	similarentitynames	cf	-7.837730011128219
QALD2_te-93	unigram	army	categories	cf	-6.987832471181946
QALD2_te-93	unigram	army	outgoingentitynames	cf	-7.234131027997753
QALD2_te-93	unigram	dark	names	cf	-8.544940517491982
QALD2_te-93	unigram	dark	attributes	cf	-8.943979801599031
QALD2_te-93	unigram	dark	similarentitynames	cf	-8.469663074032908
QALD2_te-93	unigram	dark	categories	cf	-10.417914209791313
QALD2_te-93	unigram	dark	outgoingentitynames	cf	-9.316482291074855
QALD2_te-93	bigram	movies sam	names	cf	-Infinity
QALD2_te-93	bigram	movies sam	attributes	cf	-18.761782369824978
QALD2_te-93	bigram	movies sam	similarentitynames	cf	-Infinity
QALD2_te-93	bigram	movies sam	categories	cf	-Infinity
QALD2_te-93	bigram	movies sam	outgoingentitynames	cf	-Infinity
QALD2_te-93	bigram	sam raimi	names	cf	-15.582219167701103
QALD2_te-93	bigram	sam raimi	attributes	cf	-14.68424492591926
QALD2_te-93	bigram	sam raimi	similarentitynames	cf	-15.645917606050054
QALD2_te-93	bigram	sam raimi	categories	cf	-14.67477770151119
QALD2_te-93	bigram	sam raimi	outgoingentitynames	cf	-13.976536332589298
QALD2_te-93	bigram	raimi direct	names	cf	-Infinity
QALD2_te-93	bigram	raimi direct	attributes	cf	-18.068635189265034
QALD2_te-93	bigram	raimi direct	similarentitynames	cf	-Infinity
QALD2_te-93	bigram	raimi direct	categories	cf	-Infinity
QALD2_te-93	bigram	raimi direct	outgoingentitynames	cf	-Infinity
QALD2_te-93	bigram	direct army	names	cf	-Infinity
QALD2_te-93	bigram	direct army	attributes	cf	-16.769352205134773
QALD2_te-93	bigram	direct army	similarentitynames	cf	-Infinity
QALD2_te-93	bigram	direct army	categories	cf	-Infinity
QALD2_te-93	bigram	direct army	outgoingentitynames	cf	-Infinity
QALD2_te-93	bigram	army dark	names	cf	-14.4370868633981
QALD2_te-93	bigram	army dark	attributes	cf	-15.40604736223958
QALD2_te-93	bigram	army dark	similarentitynames	cf	-14.441944801724118
QALD2_te-93	bigram	army dark	categories	cf	-15.110095772769034
QALD2_te-93	bigram	army dark	outgoingentitynames	cf	-Infinity
QALD2_te-95	unigram	wrote	names	cf	-12.903156503472147
QALD2_te-95	unigram	wrote	attributes	cf	-8.553079848294768
QALD2_te-95	unigram	wrote	similarentitynames	cf	-13.106943734991777
QALD2_te-95	unigram	wrote	categories	cf	-12.763058917204155
QALD2_te-95	unigram	wrote	outgoingentitynames	cf	-14.669683513149243
QALD2_te-95	unigram	lyrics	names	cf	-11.295681300205894
QALD2_te-95	unigram	lyrics	attributes	cf	-9.347793921007025
QALD2_te-95	unigram	lyrics	similarentitynames	cf	-12.201235112448158
QALD2_te-95	unigram	lyrics	categories	cf	-10.103711927530137
QALD2_te-95	unigram	lyrics	outgoingentitynames	cf	-13.075283478079683
QALD2_te-95	unigram	polish	names	cf	-8.755364106806633
QALD2_te-95	unigram	polish	attributes	cf	-8.750666874188623
QALD2_te-95	unigram	polish	similarentitynames	cf	-8.951768173901637
QALD2_te-95	unigram	polish	categories	cf	-7.341677796578362
QALD2_te-95	unigram	polish	outgoingentitynames	cf	-9.763303762222694
QALD2_te-95	unigram	national	names	cf	-6.31614679555481
QALD2_te-95	unigram	national	attributes	cf	-6.441048593754023
QALD2_te-95	unigram	national	similarentitynames	cf	-6.340782338520826
QALD2_te-95	unigram	national	categories	cf	-5.7350502265071155
QALD2_te-95	unigram	national	outgoingentitynames	cf	-6.643879203099511
QALD2_te-95	unigram	anthem	names	cf	-10.241937602054035
QALD2_te-95	unigram	anthem	attributes	cf	-10.750206168467347
QALD2_te-95	unigram	anthem	similarentitynames	cf	-9.534450266547374
QALD2_te-95	unigram	anthem	categories	cf	-10.776972945085323
QALD2_te-95	unigram	anthem	outgoingentitynames	cf	-11.711978635184492
QALD2_te-95	bigram	wrote lyrics	names	cf	-Infinity
QALD2_te-95	bigram	wrote lyrics	attributes	cf	-12.993461374031206
QALD2_te-95	bigram	wrote lyrics	similarentitynames	cf	-Infinity
QALD2_te-95	bigram	wrote lyrics	categories	cf	-Infinity
QALD2_te-95	bigram	wrote lyrics	outgoingentitynames	cf	-Infinity
QALD2_te-95	bigram	lyrics polish	names	cf	-Infinity
QALD2_te-95	bigram	lyrics polish	attributes	cf	-17.914484509437774
QALD2_te-95	bigram	lyrics polish	similarentitynames	cf	-Infinity
QALD2_te-95	bigram	lyrics polish	categories	cf	-Infinity
QALD2_te-95	bigram	lyrics polish	outgoingentitynames	cf	-Infinity
QALD2_te-95	bigram	polish national	names	cf	-13.369246233396746
QALD2_te-95	bigram	polish national	attributes	cf	-13.034934622237781
QALD2_te-95	bigram	polish national	similarentitynames	cf	-12.9833297790246
QALD2_te-95	bigram	polish national	categories	cf	-15.20540595257336
QALD2_te-95	bigram	polish national	outgoingentitynames	cf	-16.79493459086037
QALD2_te-95	bigram	national anthem	names	cf	-11.201979843601318
QALD2_te-95	bigram	national anthem	attributes	cf	-11.787303458799933
QALD2_te-95	bigram	national anthem	similarentitynames	cf	-9.981800387786283
QALD2_te-95	bigram	national anthem	categories	cf	-11.2053720698225
QALD2_te-95	bigram	national anthem	outgoingentitynames	cf	-15.090186498621948
QALD2_te-97	unigram	paint	names	cf	-10.362635841695571
QALD2_te-97	unigram	paint	attributes	cf	-9.691317279979994
QALD2_te-97	unigram	paint	similarentitynames	cf	-10.232784565073436
QALD2_te-97	unigram	paint	categories	cf	-13.217531604419014
QALD2_te-97	unigram	paint	outgoingentitynames	cf	-12.334790176922539
QALD2_te-97	unigram	storm	names	cf	-8.95361105872091
QALD2_te-97	unigram	storm	attributes	cf	-9.569741755020228
QALD2_te-97	unigram	storm	similarentitynames	cf	-8.828816695336046
QALD2_te-97	unigram	storm	categories	cf	-10.202802830174367
QALD2_te-97	unigram	storm	outgoingentitynames	cf	-9.764851065802842
QALD2_te-97	unigram	sea	names	cf	-8.347732821153306
QALD2_te-97	unigram	sea	attributes	cf	-7.9611393354566236
QALD2_te-97	unigram	sea	similarentitynames	cf	-8.191776527903373
QALD2_te-97	unigram	sea	categories	cf	-8.736931130194117
QALD2_te-97	unigram	sea	outgoingentitynames	cf	-8.901036078105248
QALD2_te-97	unigram	galilee	names	cf	-12.774539125650053
QALD2_te-97	unigram	galilee	attributes	cf	-12.413226298893047
QALD2_te-97	unigram	galilee	similarentitynames	cf	-12.539837275327196
QALD2_te-97	unigram	galilee	categories	cf	-15.023084395779405
QALD2_te-97	unigram	galilee	outgoingentitynames	cf	-13.268574066244211
QALD2_te-97	bigram	paint storm	names	cf	-Infinity
QALD2_te-97	bigram	paint storm	attributes	cf	-19.86039465849309
QALD2_te-97	bigram	paint storm	similarentitynames	cf	-Infinity
QALD2_te-97	bigram	paint storm	categories	cf	-Infinity
QALD2_te-97	bigram	paint storm	outgoingentitynames	cf	-Infinity
QALD2_te-97	bigram	storm sea	names	cf	-16.429517028088306
QALD2_te-97	bigram	storm sea	attributes	cf	-16.031753262003992
QALD2_te-97	bigram	storm sea	similarentitynames	cf	-16.05138271415822
QALD2_te-97	bigram	storm sea	categories	cf	-Infinity
QALD2_te-97	bigram	storm sea	outgoingentitynames	cf	-Infinity
QALD2_te-97	bigram	sea galilee	names	cf	-15.44868777507658
QALD2_te-97	bigram	sea galilee	attributes	cf	-14.193967970380656
QALD2_te-97	bigram	sea galilee	similarentitynames	cf	-14.952770425490108
QALD2_te-97	bigram	sea galilee	categories	cf	-Infinity
QALD2_te-97	bigram	sea galilee	outgoingentitynames	cf	-16.389469482752208
QALD2_te-98	unigram	country	names	cf	-7.560962987557106
QALD2_te-98	unigram	country	attributes	cf	-6.315220155452037
QALD2_te-98	unigram	country	similarentitynames	cf	-8.232148260299148
QALD2_te-98	unigram	country	categories	cf	-6.8075369838323345
QALD2_te-98	unigram	country	outgoingentitynames	cf	-5.948288013588946
QALD2_te-98	unigram	creator	names	cf	-11.511972157058063
QALD2_te-98	unigram	creator	attributes	cf	-9.060431401455865
QALD2_te-98	unigram	creator	similarentitynames	cf	-11.591238300220384
QALD2_te-98	unigram	creator	categories	cf	-11.19625623641449
QALD2_te-98	unigram	creator	outgoingentitynames	cf	-9.409316025815071
QALD2_te-98	unigram	miffy	names	cf	-16.429517028088306
QALD2_te-98	unigram	miffy	attributes	cf	-17.027181314436874
QALD2_te-98	unigram	miffy	similarentitynames	cf	-Infinity
QALD2_te-98	unigram	miffy	categories	cf	-Infinity
QALD2_te-98	unigram	miffy	outgoingentitynames	cf	-Infinity
QALD2_te-98	unigram	come	names	cf	-8.991329595701261
QALD2_te-98	unigram	come	attributes	cf	-8.385295679063317
QALD2_te-98	unigram	come	similarentitynames	cf	-9.03746723934769
QALD2_te-98	unigram	come	categories	cf	-11.924494736785705
QALD2_te-98	unigram	come	outgoingentitynames	cf	-9.855680644818865
QALD2_te-98	bigram	country creator	names	cf	-Infinity
QALD2_te-98	bigram	country creator	attributes	cf	-17.78095311681325
QALD2_te-98	bigram	country creator	similarentitynames	cf	-Infinity
QALD2_te-98	bigram	country creator	categories	cf	-Infinity
QALD2_te-98	bigram	country creator	outgoingentitynames	cf	-18.181228951980263
QALD2_te-98	bigram	creator miffy	names	cf	-Infinity
QALD2_te-98	bigram	creator miffy	attributes	cf	-Infinity
QALD2_te-98	bigram	creator miffy	similarentitynames	cf	-Infinity
QALD2_te-98	bigram	creator miffy	categories	cf	-Infinity
QALD2_te-98	bigram	creator miffy	outgoingentitynames	cf	-Infinity
QALD2_te-98	bigram	miffy come	names	cf	-Infinity
QALD2_te-98	bigram	miffy come	attributes	cf	-Infinity
QALD2_te-98	bigram	miffy come	similarentitynames	cf	-Infinity
QALD2_te-98	bigram	miffy come	categories	cf	-Infinity
QALD2_te-98	bigram	miffy come	outgoingentitynames	cf	-Infinity
QALD2_te-99	unigram	label	names	cf	-9.894275757074649
QALD2_te-99	unigram	label	attributes	cf	-6.528972049798221
QALD2_te-99	unigram	label	similarentitynames	cf	-9.980644986155728
QALD2_te-99	unigram	label	categories	cf	-7.893853622583754
QALD2_te-99	unigram	label	outgoingentitynames	cf	-6.828871379841764
QALD2_te-99	unigram	elvi	names	cf	-10.413359868389954
QALD2_te-99	unigram	elvi	attributes	cf	-11.05247403643911
QALD2_te-99	unigram	elvi	similarentitynames	cf	-10.5686626246124
QALD2_te-99	unigram	elvi	categories	cf	-10.71116732729255
QALD2_te-99	unigram	elvi	outgoingentitynames	cf	-9.052966691039687
QALD2_te-99	unigram	record	names	cf	-7.632925983807986
QALD2_te-99	unigram	record	attributes	cf	-6.452811738175556
QALD2_te-99	unigram	record	similarentitynames	cf	-7.759710898842154
QALD2_te-99	unigram	record	categories	cf	-6.248346226331625
QALD2_te-99	unigram	record	outgoingentitynames	cf	-5.828632494522077
QALD2_te-99	unigram	first	names	cf	-7.707751670943296
QALD2_te-99	unigram	first	attributes	cf	-5.788748424275421
QALD2_te-99	unigram	first	similarentitynames	cf	-7.462613324252758
QALD2_te-99	unigram	first	categories	cf	-7.972239384329434
QALD2_te-99	unigram	first	outgoingentitynames	cf	-7.959087688322935
QALD2_te-99	unigram	album	names	cf	-6.003018396922387
QALD2_te-99	unigram	album	attributes	cf	-5.8515006197092445
QALD2_te-99	unigram	album	similarentitynames	cf	-6.184351698632704
QALD2_te-99	unigram	album	categories	cf	-4.895790178504046
QALD2_te-99	unigram	album	outgoingentitynames	cf	-6.3609989505493285
QALD2_te-99	bigram	label elvi	names	cf	-Infinity
QALD2_te-99	bigram	label elvi	attributes	cf	-18.761782369824978
QALD2_te-99	bigram	label elvi	similarentitynames	cf	-Infinity
QALD2_te-99	bigram	label elvi	categories	cf	-Infinity
QALD2_te-99	bigram	label elvi	outgoingentitynames	cf	-Infinity
QALD2_te-99	bigram	elvi record	names	cf	-15.330904739420198
QALD2_te-99	bigram	elvi record	attributes	cf	-16.305046597003674
QALD2_te-99	bigram	elvi record	similarentitynames	cf	-15.645917606050054
QALD2_te-99	bigram	elvi record	categories	cf	-Infinity
QALD2_te-99	bigram	elvi record	outgoingentitynames	cf	-14.03809422558873
QALD2_te-99	bigram	record first	names	cf	-15.582219167701103
QALD2_te-99	bigram	record first	attributes	cf	-11.473537968804854
QALD2_te-99	bigram	record first	similarentitynames	cf	-16.744529894718163
QALD2_te-99	bigram	record first	categories	cf	-Infinity
QALD2_te-99	bigram	record first	outgoingentitynames	cf	-14.942550499815884
QALD2_te-99	bigram	first album	names	cf	-13.224064223552247
QALD2_te-99	bigram	first album	attributes	cf	-10.03157677429399
QALD2_te-99	bigram	first album	similarentitynames	cf	-12.852709596607536
QALD2_te-99	bigram	first album	categories	cf	-14.1757865353922
QALD2_te-99	bigram	first album	outgoingentitynames	cf	-14.229985233398835
QALD2_te-100	unigram	produce	names	cf	-9.64581439777615
QALD2_te-100	unigram	produce	attributes	cf	-7.363860057967473
QALD2_te-100	unigram	produce	similarentitynames	cf	-11.620565915314904
QALD2_te-100	unigram	produce	categories	cf	-7.212528975105611
QALD2_te-100	unigram	produce	outgoingentitynames	cf	-13.976536332589298
QALD2_te-100	unigram	orangina	names	cf	-16.834982136196473
QALD2_te-100	unigram	orangina	attributes	cf	-16.27687572003698
QALD2_te-100	unigram	orangina	similarentitynames	cf	-16.744529894718163
QALD2_te-100	unigram	orangina	categories	cf	-Infinity
QALD2_te-100	unigram	orangina	outgoingentitynames	cf	-18.181228951980263
QALD2_te-100	bigram	produce orangina	names	cf	-Infinity
QALD2_te-100	bigram	produce orangina	attributes	cf	-Infinity
QALD2_te-100	bigram	produce orangina	similarentitynames	cf	-Infinity
QALD2_te-100	bigram	produce orangina	categories	cf	-Infinity
QALD2_te-100	bigram	produce orangina	outgoingentitynames	cf	-Infinity
QALD2_tr-1	unigram	give	names	cf	-10.000335329034973
QALD2_tr-1	unigram	give	attributes	cf	-8.513216859195781
QALD2_tr-1	unigram	give	similarentitynames	cf	-10.045029554556484
QALD2_tr-1	unigram	give	categories	cf	-13.303298426176438
QALD2_tr-1	unigram	give	outgoingentitynames	cf	-10.231608118215906
QALD2_tr-1	unigram	female	names	cf	-9.542644960022594
QALD2_tr-1	unigram	female	attributes	cf	-8.62999126835657
QALD2_tr-1	unigram	female	similarentitynames	cf	-10.063675215927947
QALD2_tr-1	unigram	female	categories	cf	-7.1363140083511505
QALD2_tr-1	unigram	female	outgoingentitynames	cf	-11.010340473467759
QALD2_tr-1	unigram	russia	names	cf	-7.66812354283225
QALD2_tr-1	unigram	russia	attributes	cf	-7.737676448358126
QALD2_tr-1	unigram	russia	similarentitynames	cf	-7.796853832218473
QALD2_tr-1	unigram	russia	categories	cf	-6.504958306314567
QALD2_tr-1	unigram	russia	outgoingentitynames	cf	-7.463051592686658
QALD2_tr-1	unigram	astronaut	names	cf	-11.339865193673827
QALD2_tr-1	unigram	astronaut	attributes	cf	-11.233450603117731
QALD2_tr-1	unigram	astronaut	similarentitynames	cf	-11.397422364000693
QALD2_tr-1	unigram	astronaut	categories	cf	-10.569706561550445
QALD2_tr-1	unigram	astronaut	outgoingentitynames	cf	-12.439829613752755
QALD2_tr-1	bigram	give female	names	cf	-Infinity
QALD2_tr-1	bigram	give female	attributes	cf	-17.375488008705087
QALD2_tr-1	bigram	give female	similarentitynames	cf	-Infinity
QALD2_tr-1	bigram	give female	categories	cf	-Infinity
QALD2_tr-1	bigram	give female	outgoingentitynames	cf	-Infinity
QALD2_tr-1	bigram	female russia	names	cf	-Infinity
QALD2_tr-1	bigram	female russia	attributes	cf	-16.815872220769666
QALD2_tr-1	bigram	female russia	similarentitynames	cf	-Infinity
QALD2_tr-1	bigram	female russia	categories	cf	-Infinity
QALD2_tr-1	bigram	female russia	outgoingentitynames	cf	-Infinity
QALD2_tr-1	bigram	russia astronaut	names	cf	-17.528129316756417
QALD2_tr-1	bigram	russia astronaut	attributes	cf	-Infinity
QALD2_tr-1	bigram	russia astronaut	similarentitynames	cf	-16.744529894718163
QALD2_tr-1	bigram	russia astronaut	categories	cf	-Infinity
QALD2_tr-1	bigram	russia astronaut	outgoingentitynames	cf	-16.928465983484895
QALD2_tr-3	unigram	daughter	names	cf	-10.068790421536121
QALD2_tr-3	unigram	daughter	attributes	cf	-8.339510944557814
QALD2_tr-3	unigram	daughter	similarentitynames	cf	-10.059918167050235
QALD2_tr-3	unigram	daughter	categories	cf	-11.233229024325466
QALD2_tr-3	unigram	daughter	outgoingentitynames	cf	-11.983767012393042
QALD2_tr-3	unigram	bill	names	cf	-7.47359589934651
QALD2_tr-3	unigram	bill	attributes	cf	-8.559672804798735
QALD2_tr-3	unigram	bill	similarentitynames	cf	-7.581281130275831
QALD2_tr-3	unigram	bill	categories	cf	-9.56420835310878
QALD2_tr-3	unigram	bill	outgoingentitynames	cf	-7.8198736125429225
QALD2_tr-3	unigram	clinton	names	cf	-9.504904632039747
QALD2_tr-3	unigram	clinton	attributes	cf	-10.266153356324581
QALD2_tr-3	unigram	clinton	similarentitynames	cf	-9.210301568444073
QALD2_tr-3	unigram	clinton	categories	cf	-10.008014504615282
QALD2_tr-3	unigram	clinton	outgoingentitynames	cf	-8.557323035862048
QALD2_tr-3	unigram	married	names	cf	-11.268547852691494
QALD2_tr-3	unigram	married	attributes	cf	-8.291854748767763
QALD2_tr-3	unigram	married	similarentitynames	cf	-11.747317620954048
QALD2_tr-3	unigram	married	categories	cf	-12.38999723315065
QALD2_tr-3	unigram	married	outgoingentitynames	cf	-13.275954173541834
QALD2_tr-3	bigram	daughter bill	names	cf	-Infinity
QALD2_tr-3	bigram	daughter bill	attributes	cf	-16.8646623849391
QALD2_tr-3	bigram	daughter bill	similarentitynames	cf	-Infinity
QALD2_tr-3	bigram	daughter bill	categories	cf	-Infinity
QALD2_tr-3	bigram	daughter bill	outgoingentitynames	cf	-Infinity
QALD2_tr-3	bigram	bill clinton	names	cf	-12.99552982360316
QALD2_tr-3	bigram	bill clinton	attributes	cf	-11.947971537019383
QALD2_tr-3	bigram	bill clinton	similarentitynames	cf	-12.60139516832663
QALD2_tr-3	bigram	bill clinton	categories	cf	-11.36810649334115
QALD2_tr-3	bigram	bill clinton	outgoingentitynames	cf	-11.436581010868277
QALD2_tr-3	bigram	clinton married	names	cf	-Infinity
QALD2_tr-3	bigram	clinton married	attributes	cf	-16.602298120471605
QALD2_tr-3	bigram	clinton married	similarentitynames	cf	-Infinity
QALD2_tr-3	bigram	clinton married	categories	cf	-Infinity
QALD2_tr-3	bigram	clinton married	outgoingentitynames	cf	-Infinity
QALD2_tr-4	unigram	river	names	cf	-6.118765985502636
QALD2_tr-4	unigram	river	attributes	cf	-6.843449576193564
QALD2_tr-4	unigram	river	similarentitynames	cf	-6.145498037022368
QALD2_tr-4	unigram	river	categories	cf	-6.4283284924153765
QALD2_tr-4	unigram	river	outgoingentitynames	cf	-7.41435578656497
QALD2_tr-4	unigram	brooklyn	names	cf	-9.893308639010874
QALD2_tr-4	unigram	brooklyn	attributes	cf	-9.6583221861429
QALD2_tr-4	unigram	brooklyn	similarentitynames	cf	-9.854938586363696
QALD2_tr-4	unigram	brooklyn	categories	cf	-8.764937995342729
QALD2_tr-4	unigram	brooklyn	outgoingentitynames	cf	-8.6603204037656
QALD2_tr-4	unigram	bridge	names	cf	-7.5263360754361655
QALD2_tr-4	unigram	bridge	attributes	cf	-8.236563083139435
QALD2_tr-4	unigram	bridge	similarentitynames	cf	-7.603861195991299
QALD2_tr-4	unigram	bridge	categories	cf	-7.779333184066936
QALD2_tr-4	unigram	bridge	outgoingentitynames	cf	-8.802834995007832
QALD2_tr-4	unigram	cross	names	cf	-8.281842818006766
QALD2_tr-4	unigram	cross	attributes	cf	-8.177085274301948
QALD2_tr-4	unigram	cross	similarentitynames	cf	-8.228137023472694
QALD2_tr-4	unigram	cross	categories	cf	-7.246864014405717
QALD2_tr-4	unigram	cross	outgoingentitynames	cf	-8.001076038727561
QALD2_tr-4	bigram	river brooklyn	names	cf	-Infinity
QALD2_tr-4	bigram	river brooklyn	attributes	cf	-17.295445301031553
QALD2_tr-4	bigram	river brooklyn	similarentitynames	cf	-16.744529894718163
QALD2_tr-4	bigram	river brooklyn	categories	cf	-Infinity
QALD2_tr-4	bigram	river brooklyn	outgoingentitynames	cf	-Infinity
QALD2_tr-4	bigram	brooklyn bridge	names	cf	-12.943161838085846
QALD2_tr-4	bigram	brooklyn bridge	attributes	cf	-13.863942569874068
QALD2_tr-4	bigram	brooklyn bridge	similarentitynames	cf	-12.915888498229068
QALD2_tr-4	bigram	brooklyn bridge	categories	cf	-14.767151021642205
QALD2_tr-4	bigram	brooklyn bridge	outgoingentitynames	cf	-13.925616242162041
QALD2_tr-4	bigram	bridge cross	names	cf	-15.043222666968417
QALD2_tr-4	bigram	bridge cross	attributes	cf	-12.498384107233354
QALD2_tr-4	bigram	bridge cross	similarentitynames	cf	-16.05138271415822
QALD2_tr-4	bigram	bridge cross	categories	cf	-Infinity
QALD2_tr-4	bigram	bridge cross	outgoingentitynames	cf	-17.082616663312155
QALD2_tr-6	unigram	abraham	names	cf	-8.945522986791948
QALD2_tr-6	unigram	abraham	attributes	cf	-10.43115974949211
QALD2_tr-6	unigram	abraham	similarentitynames	cf	-8.932151688729553
QALD2_tr-6	unigram	abraham	categories	cf	-11.432645014478721
QALD2_tr-6	unigram	abraham	outgoingentitynames	cf	-9.802608410427966
QALD2_tr-6	unigram	lincoln	names	cf	-8.987024305293867
QALD2_tr-6	unigram	lincoln	attributes	cf	-9.470169277720059
QALD2_tr-6	unigram	lincoln	similarentitynames	cf	-8.774826311439508
QALD2_tr-6	unigram	lincoln	categories	cf	-9.130749814578612
QALD2_tr-6	unigram	lincoln	outgoingentitynames	cf	-7.87252632259118
QALD2_tr-6	unigram	die	names	cf	-8.60467133706145
QALD2_tr-6	unigram	die	attributes	cf	-7.3887130183305345
QALD2_tr-6	unigram	die	similarentitynames	cf	-8.566733211440384
QALD2_tr-6	unigram	die	categories	cf	-9.595934157388399
QALD2_tr-6	unigram	die	outgoingentitynames	cf	-8.050645668291498
QALD2_tr-6	bigram	abraham lincoln	names	cf	-11.738169145859164
QALD2_tr-6	bigram	abraham lincoln	attributes	cf	-11.946507943637007
QALD2_tr-6	bigram	abraham lincoln	similarentitynames	cf	-11.341852512845882
QALD2_tr-6	bigram	abraham lincoln	categories	cf	-11.658666265620546
QALD2_tr-6	bigram	abraham lincoln	outgoingentitynames	cf	-12.99384314613951
QALD2_tr-6	bigram	lincoln die	names	cf	-16.141834955636526
QALD2_tr-6	bigram	lincoln die	attributes	cf	-15.782857214587368
QALD2_tr-6	bigram	lincoln die	similarentitynames	cf	-15.358235533598272
QALD2_tr-6	bigram	lincoln die	categories	cf	-Infinity
QALD2_tr-6	bigram	lincoln die	outgoingentitynames	cf	-Infinity
QALD2_tr-8	unigram	states	names	cf	-6.439515444440732
QALD2_tr-8	unigram	states	attributes	cf	-6.339755957649977
QALD2_tr-8	unigram	states	similarentitynames	cf	-6.866308869429922
