qid	ngramtype	gram	featurename	featurevalue
QALD2_te-87	unigram	music	collectiontf	13.433926513717681
QALD2_te-87	unigram	harold	collectiontf	10.284625814486557
QALD2_te-87	unigram	maude	collectiontf	6.734591659972948
QALD2_te-87	bigram	compose music	collectiontf	-Infinity
QALD2_te-87	bigram	music harold	collectiontf	4.727387818712341
QALD2_te-87	bigram	harold maude	collectiontf	-Infinity
QALD2_te-88	unigram	film	collectiontf	11.439644842775813
QALD2_te-88	unigram	star	collectiontf	12.420752480432188
QALD2_te-88	unigram	clint	collectiontf	8.352082671352637
QALD2_te-88	unigram	eastwood	collectiontf	8.107720061910534
QALD2_te-88	unigram	direct	collectiontf	7.471363088187097
QALD2_te-88	bigram	film star	collectiontf	6.35088571671474
QALD2_te-88	bigram	star clint	collectiontf	4.248495242049359
QALD2_te-88	bigram	clint eastwood	collectiontf	6.52649485957079
QALD2_te-88	bigram	eastwood direct	collectiontf	-Infinity
QALD2_te-89	unigram	city	collectiontf	14.618563160431117
QALD2_te-89	unigram	former	collectiontf	10.211339831777291
QALD2_te-89	unigram	dutch	collectiontf	10.303001655150853
QALD2_te-89	unigram	queen	collectiontf	11.000548638711502
QALD2_te-89	unigram	juliana	collectiontf	7.556427969440253
QALD2_te-89	unigram	bury	collectiontf	9.14889040965996
QALD2_te-89	bigram	city former	collectiontf	4.343805421853684
QALD2_te-89	bigram	former dutch	collectiontf	3.258096538021482
QALD2_te-89	bigram	dutch queen	collectiontf	-Infinity
QALD2_te-89	bigram	queen juliana	collectiontf	2.5649493574615367
QALD2_te-89	bigram	juliana bury	collectiontf	-Infinity
QALD2_te-90	unigram	residence	collectiontf	10.290245433178596
QALD2_te-90	unigram	prime	collectiontf	9.230339058482873
QALD2_te-90	unigram	minister	collectiontf	9.961520583786738
QALD2_te-90	unigram	spain	collectiontf	12.070023801066897
QALD2_te-90	bigram	residence prime	collectiontf	0.6931471805599453
QALD2_te-90	bigram	prime minister	collectiontf	9.106977858981029
QALD2_te-90	bigram	minister spain	collectiontf	4.30406509320417
QALD2_te-91	unigram	us	collectiontf	10.894421827406049
QALD2_te-91	unigram	state	collectiontf	14.145744088551588
QALD2_te-91	unigram	abbreviation	collectiontf	4.2626798770413155
QALD2_te-91	unigram	mn	collectiontf	5.910796644040527
QALD2_te-91	bigram	us state	collectiontf	10.07120295694072
QALD2_te-91	bigram	state abbreviation	collectiontf	-Infinity
QALD2_te-91	bigram	abbreviation mn	collectiontf	-Infinity
QALD2_te-92	unigram	show	collectiontf	9.860632242229698
QALD2_te-92	unigram	song	collectiontf	11.33077989269009
QALD2_te-92	unigram	bruce	collectiontf	10.705556400319987
QALD2_te-92	unigram	springsteen	collectiontf	8.059908334578276
QALD2_te-92	unigram	release	collectiontf	7.85979918056211
QALD2_te-92	unigram	1980	collectiontf	8.300528606199737
QALD2_te-92	unigram	1990	collectiontf	8.35819745992578
QALD2_te-92	bigram	show song	collectiontf	2.4849066497880004
QALD2_te-92	bigram	song bruce	collectiontf	1.6094379124341003
QALD2_te-92	bigram	bruce springsteen	collectiontf	7.149916836132109
QALD2_te-92	bigram	springsteen release	collectiontf	-Infinity
QALD2_te-92	bigram	release 1980	collectiontf	1.0986122886681098
QALD2_te-92	bigram	1980 1990	collectiontf	2.8903717578961645
QALD2_te-93	unigram	movies	collectiontf	6.8679744089702925
QALD2_te-93	unigram	sam	collectiontf	10.892340777211498
QALD2_te-93	unigram	raimi	collectiontf	6.918695219020472
QALD2_te-93	unigram	direct	collectiontf	7.471363088187097
QALD2_te-93	unigram	army	collectiontf	11.640245104542457
QALD2_te-93	unigram	dark	collectiontf	9.557893841465354
QALD2_te-93	bigram	movies sam	collectiontf	-Infinity
QALD2_te-93	bigram	sam raimi	collectiontf	4.897839799950911
QALD2_te-93	bigram	raimi direct	collectiontf	-Infinity
QALD2_te-93	bigram	direct army	collectiontf	-Infinity
QALD2_te-93	bigram	army dark	collectiontf	-Infinity
QALD2_te-95	unigram	wrote	collectiontf	4.204692619390966
QALD2_te-95	unigram	lyrics	collectiontf	5.799092654460526
QALD2_te-95	unigram	polish	collectiontf	9.111072370317514
QALD2_te-95	unigram	national	collectiontf	12.230496929440697
QALD2_te-95	unigram	anthem	collectiontf	7.162397497355718
QALD2_te-95	bigram	wrote lyrics	collectiontf	-Infinity
QALD2_te-95	bigram	lyrics polish	collectiontf	-Infinity
QALD2_te-95	bigram	polish national	collectiontf	2.0794415416798357
QALD2_te-95	bigram	national anthem	collectiontf	3.784189633918261
QALD2_te-97	unigram	paint	collectiontf	6.539585955617669
QALD2_te-97	unigram	storm	collectiontf	9.109525066737367
QALD2_te-97	unigram	sea	collectiontf	9.973340054434962
QALD2_te-97	unigram	galilee	collectiontf	5.605802066295998
QALD2_te-97	bigram	paint storm	collectiontf	-Infinity
QALD2_te-97	bigram	storm sea	collectiontf	-Infinity
QALD2_te-97	bigram	sea galilee	collectiontf	2.4849066497880004
QALD2_te-98	unigram	country	collectiontf	12.926088118951263
QALD2_te-98	unigram	creator	collectiontf	9.465060106725137
QALD2_te-98	unigram	miffy	collectiontf	-Infinity
QALD2_te-98	unigram	come	collectiontf	9.018695487721343
QALD2_te-98	bigram	country creator	collectiontf	0.6931471805599453
QALD2_te-98	bigram	creator miffy	collectiontf	-Infinity
QALD2_te-98	bigram	miffy come	collectiontf	-Infinity
QALD2_te-99	unigram	label	collectiontf	12.045504752698445
QALD2_te-99	unigram	elvi	collectiontf	9.82140944150052
QALD2_te-99	unigram	record	collectiontf	13.04574363801813
QALD2_te-99	unigram	first	collectiontf	10.915288444217275
QALD2_te-99	unigram	album	collectiontf	12.513377181990881
QALD2_te-99	bigram	label elvi	collectiontf	-Infinity
QALD2_te-99	bigram	elvi record	collectiontf	4.836281906951478
QALD2_te-99	bigram	record first	collectiontf	3.9318256327243257
QALD2_te-99	bigram	first album	collectiontf	4.6443908991413725
QALD2_te-100	unigram	produce	collectiontf	4.897839799950911
QALD2_te-100	unigram	orangina	collectiontf	0.6931471805599453
QALD2_te-100	bigram	produce orangina	collectiontf	-Infinity
QALD2_tr-1	unigram	give	collectiontf	8.642768014324304
QALD2_tr-1	unigram	female	collectiontf	7.86403565907245
QALD2_tr-1	unigram	russia	collectiontf	11.41132453985355
QALD2_tr-1	unigram	astronaut	collectiontf	6.434546518787453
QALD2_tr-1	bigram	give female	collectiontf	-Infinity
QALD2_tr-1	bigram	female russia	collectiontf	-Infinity
QALD2_tr-1	bigram	russia astronaut	collectiontf	1.9459101490553132
QALD2_tr-3	unigram	daughter	collectiontf	6.890609120147166
QALD2_tr-3	unigram	bill	collectiontf	11.054502519997286
QALD2_tr-3	unigram	clinton	collectiontf	10.31705309667816
QALD2_tr-3	unigram	married	collectiontf	5.598421958998375
QALD2_tr-3	bigram	daughter bill	collectiontf	-Infinity
QALD2_tr-3	bigram	bill clinton	collectiontf	7.4377951216719325
QALD2_tr-3	bigram	clinton married	collectiontf	-Infinity
QALD2_tr-4	unigram	river	collectiontf	11.46002034597524
QALD2_tr-4	unigram	brooklyn	collectiontf	10.21405572877461
QALD2_tr-4	unigram	bridge	collectiontf	10.071541137532378
QALD2_tr-4	unigram	cross	collectiontf	10.873300093812649
QALD2_tr-4	bigram	river brooklyn	collectiontf	-Infinity
QALD2_tr-4	bigram	brooklyn bridge	collectiontf	4.948759890378168
QALD2_tr-4	bigram	bridge cross	collectiontf	1.791759469228055
QALD2_tr-6	unigram	abraham	collectiontf	9.071767722112243
QALD2_tr-6	unigram	lincoln	collectiontf	11.001849809949029
QALD2_tr-6	unigram	die	collectiontf	10.823730464248712
QALD2_tr-6	bigram	abraham lincoln	collectiontf	5.8805329864007
QALD2_tr-6	bigram	lincoln die	collectiontf	-Infinity
QALD2_tr-8	unigram	states	collectiontf	14.307209629843593
QALD2_tr-8	unigram	germany	collectiontf	12.511555342607462
QALD2_tr-8	unigram	govern	collectiontf	6.257667587882639
QALD2_tr-8	unigram	social	collectiontf	9.888932134526929
QALD2_tr-8	unigram	democratic	collectiontf	11.365434228412877
QALD2_tr-8	unigram	party	collectiontf	12.320962611404129
QALD2_tr-8	bigram	states germany	collectiontf	5.2832037287379885
QALD2_tr-8	bigram	germany govern	collectiontf	-Infinity
QALD2_tr-8	bigram	govern social	collectiontf	-Infinity
QALD2_tr-8	bigram	social democratic	collectiontf	7.310550158534422
QALD2_tr-8	bigram	democratic party	collectiontf	10.92374182475231
QALD2_tr-9	unigram	us	collectiontf	10.894421827406049
QALD2_tr-9	unigram	states	collectiontf	14.307209629843593
QALD2_tr-9	unigram	possess	collectiontf	1.791759469228055
QALD2_tr-9	unigram	gold	collectiontf	9.984652706953636
QALD2_tr-9	unigram	mineral	collectiontf	8.430981494597171
QALD2_tr-9	bigram	us states	collectiontf	6.061456918928017
QALD2_tr-9	bigram	states possess	collectiontf	-Infinity
QALD2_tr-9	bigram	possess gold	collectiontf	-Infinity
QALD2_tr-9	bigram	gold mineral	collectiontf	-Infinity
QALD2_tr-10	unigram	country	collectiontf	12.926088118951263
QALD2_tr-10	unigram	nile	collectiontf	8.339261982923576
QALD2_tr-10	unigram	start	collectiontf	8.892748769118258
QALD2_tr-10	bigram	country nile	collectiontf	-Infinity
QALD2_tr-10	bigram	nile start	collectiontf	-Infinity
QALD2_tr-11	unigram	country	collectiontf	12.926088118951263
QALD2_tr-11	unigram	place	collectiontf	13.987378498945096
QALD2_tr-11	unigram	two	collectiontf	9.265869681768663
QALD2_tr-11	unigram	cave	collectiontf	8.274611946209552
QALD2_tr-11	bigram	country place	collectiontf	5.762051382780177
QALD2_tr-11	bigram	place two	collectiontf	2.833213344056216
QALD2_tr-11	bigram	two cave	collectiontf	-Infinity
QALD2_tr-13	unigram	classi	collectiontf	11.707694232815939
QALD2_tr-13	unigram	millepede	collectiontf	-Infinity
QALD2_tr-13	unigram	belong	collectiontf	5.87493073085203
QALD2_tr-13	bigram	classi millepede	collectiontf	-Infinity
QALD2_tr-13	bigram	millepede belong	collectiontf	-Infinity
QALD2_tr-15	unigram	create	collectiontf	5.950642552587727
QALD2_tr-15	unigram	goofy	collectiontf	3.1780538303479458
QALD2_tr-15	bigram	create goofy	collectiontf	-Infinity
QALD2_tr-16	unigram	give	collectiontf	8.642768014324304
QALD2_tr-16	unigram	capitals	collectiontf	7.899524472032198
QALD2_tr-16	unigram	country	collectiontf	12.926088118951263
QALD2_tr-16	unigram	africa	collectiontf	11.321510689897156
QALD2_tr-16	bigram	give capitals	collectiontf	-Infinity
QALD2_tr-16	bigram	capitals country	collectiontf	4.584967478670572
QALD2_tr-16	bigram	country africa	collectiontf	6.037870919922137
QALD2_tr-17	unigram	give	collectiontf	8.642768014324304
QALD2_tr-17	unigram	city	collectiontf	14.618563160431117
QALD2_tr-17	unigram	new	collectiontf	13.619945694418456
QALD2_tr-17	unigram	jersey	collectiontf	11.610913873298433
QALD2_tr-17	unigram	100000	collectiontf	-Infinity
QALD2_tr-17	unigram	inhabitant	collectiontf	6.674561391814426
QALD2_tr-17	bigram	give city	collectiontf	-Infinity
QALD2_tr-17	bigram	city new	collectiontf	11.682457246835789
QALD2_tr-17	bigram	new jersey	collectiontf	11.521508524900703
QALD2_tr-17	bigram	jersey 100000	collectiontf	-Infinity
QALD2_tr-17	bigram	100000 inhabitant	collectiontf	-Infinity
QALD2_tr-18	unigram	museum	collectiontf	10.037712454627359
QALD2_tr-18	unigram	exhibit	collectiontf	3.4339872044851463
QALD2_tr-18	unigram	scream	collectiontf	7.829630389150193
QALD2_tr-18	unigram	munch	collectiontf	5.093750200806762
QALD2_tr-18	bigram	museum exhibit	collectiontf	-Infinity
QALD2_tr-18	bigram	exhibit scream	collectiontf	-Infinity
QALD2_tr-18	bigram	scream munch	collectiontf	-Infinity
QALD2_tr-21	unigram	states	collectiontf	14.307209629843593
QALD2_tr-21	unigram	border	collectiontf	8.921457578947884
QALD2_tr-21	unigram	illinois	collectiontf	11.864504446520591
QALD2_tr-21	bigram	states border	collectiontf	5.288267030694535
QALD2_tr-21	bigram	border illinois	collectiontf	-Infinity
QALD2_tr-22	unigram	country	collectiontf	12.926088118951263
QALD2_tr-22	unigram	limerick	collectiontf	8.618123909994678
QALD2_tr-22	unigram	lake	collectiontf	11.503571856043113
QALD2_tr-22	bigram	country limerick	collectiontf	-Infinity
QALD2_tr-22	bigram	limerick lake	collectiontf	-Infinity
QALD2_tr-23	unigram	television	collectiontf	10.960339906956007
QALD2_tr-23	unigram	show	collectiontf	9.860632242229698
QALD2_tr-23	unigram	create	collectiontf	5.950642552587727
QALD2_tr-23	unigram	walt	collectiontf	9.2299469016151
QALD2_tr-23	unigram	disney	collectiontf	9.655026193237628
QALD2_tr-23	bigram	television show	collectiontf	5.961005339623274
QALD2_tr-23	bigram	show create	collectiontf	-Infinity
QALD2_tr-23	bigram	create walt	collectiontf	-Infinity
QALD2_tr-23	bigram	walt disney	collectiontf	8.877939834725023
QALD2_tr-24	unigram	mountain	collectiontf	10.444910274279497
QALD2_tr-24	unigram	highest	collectiontf	4.356708826689592
QALD2_tr-24	unigram	annapurna	collectiontf	4.189654742026425
QALD2_tr-24	bigram	mountain highest	collectiontf	-Infinity
QALD2_tr-24	bigram	highest annapurna	collectiontf	-Infinity
QALD2_tr-25	unigram	film	collectiontf	11.439644842775813
QALD2_tr-25	unigram	direct	collectiontf	7.471363088187097
QALD2_tr-25	unigram	garry	collectiontf	8.305236829492593
QALD2_tr-25	unigram	marshall	collectiontf	10.630480449879682
QALD2_tr-25	unigram	julia	collectiontf	8.872627365918836
QALD2_tr-25	unigram	robert	collectiontf	12.465848948728246
QALD2_tr-25	unigram	star	collectiontf	12.420752480432188
QALD2_tr-25	bigram	film direct	collectiontf	7.055312843339752
QALD2_tr-25	bigram	direct garry	collectiontf	-Infinity
QALD2_tr-25	bigram	garry marshall	collectiontf	5.799092654460526
QALD2_tr-25	bigram	marshall julia	collectiontf	-Infinity
QALD2_tr-25	bigram	julia robert	collectiontf	5.111987788356544
QALD2_tr-25	bigram	robert star	collectiontf	6.659293919683638
QALD2_tr-26	unigram	bridge	collectiontf	10.071541137532378
QALD2_tr-26	unigram	type	collectiontf	13.534198818453666
QALD2_tr-26	unigram	manhattan	collectiontf	9.443196602144186
QALD2_tr-26	unigram	bridge	collectiontf	10.071541137532378
QALD2_tr-26	bigram	bridge type	collectiontf	2.995732273553991
QALD2_tr-26	bigram	type manhattan	collectiontf	-Infinity
QALD2_tr-26	bigram	manhattan bridge	collectiontf	-Infinity
QALD2_tr-28	unigram	europe	collectiontf	12.122343149998642
QALD2_tr-28	unigram	country	collectiontf	12.926088118951263
QALD2_tr-28	unigram	constitutional	collectiontf	6.335054251498059
QALD2_tr-28	unigram	monarchy	collectiontf	8.718827059242566
QALD2_tr-28	bigram	europe country	collectiontf	6.843749949006225
QALD2_tr-28	bigram	country constitutional	collectiontf	2.5649493574615367
QALD2_tr-28	bigram	constitutional monarchy	collectiontf	2.6390573296152584
QALD2_tr-29	unigram	award	collectiontf	10.914942999089615
QALD2_tr-29	unigram	wikileak	collectiontf	1.6094379124341003
QALD2_tr-29	unigram	win	collectiontf	9.079662048334066
QALD2_tr-29	bigram	award wikileak	collectiontf	0.0
QALD2_tr-29	bigram	wikileak win	collectiontf	-Infinity
QALD2_tr-30	unigram	state	collectiontf	14.145744088551588
QALD2_tr-30	unigram	usa	collectiontf	9.681655640646714
QALD2_tr-30	unigram	highest	collectiontf	4.356708826689592
QALD2_tr-30	unigram	population	collectiontf	7.695757990554761
QALD2_tr-30	unigram	density	collectiontf	3.5553480614894135
QALD2_tr-30	bigram	state usa	collectiontf	3.295836866004329
QALD2_tr-30	bigram	usa highest	collectiontf	-Infinity
QALD2_tr-30	bigram	highest population	collectiontf	-Infinity
QALD2_tr-30	bigram	population density	collectiontf	2.0794415416798357
QALD2_tr-31	unigram	currency	collectiontf	6.45833828334479
QALD2_tr-31	unigram	czech	collectiontf	10.514285200079048
QALD2_tr-31	unigram	republic	collectiontf	13.615336183758792
QALD2_tr-31	bigram	currency czech	collectiontf	-Infinity
QALD2_tr-31	bigram	czech republic	collectiontf	10.373834872713369
QALD2_tr-32	unigram	country	collectiontf	12.926088118951263
QALD2_tr-32	unigram	europe	collectiontf	12.122343149998642
QALD2_tr-32	unigram	union	collectiontf	11.765829739886065
QALD2_tr-32	unigram	adopt	collectiontf	3.367295829986474
QALD2_tr-32	unigram	euro	collectiontf	7.232010331664759
QALD2_tr-32	bigram	country europe	collectiontf	6.311734809152915
QALD2_tr-32	bigram	europe union	collectiontf	7.1846291527173145
QALD2_tr-32	bigram	union adopt	collectiontf	-Infinity
QALD2_tr-32	bigram	adopt euro	collectiontf	-Infinity
QALD2_tr-34	unigram	country	collectiontf	12.926088118951263
QALD2_tr-34	unigram	two	collectiontf	9.265869681768663
QALD2_tr-34	unigram	official	collectiontf	10.011669085380657
QALD2_tr-34	unigram	language	collectiontf	12.34816231143625
QALD2_tr-34	bigram	country two	collectiontf	-Infinity
QALD2_tr-34	bigram	two official	collectiontf	-Infinity
QALD2_tr-34	bigram	official language	collectiontf	2.772588722239781
QALD2_tr-35	unigram	owner	collectiontf	10.200884779674478
QALD2_tr-35	unigram	universal	collectiontf	10.808373496346844
QALD2_tr-35	unigram	studio	collectiontf	11.099876673288643
QALD2_tr-35	bigram	owner universal	collectiontf	2.5649493574615367
QALD2_tr-35	bigram	universal studio	collectiontf	8.964439833539357
QALD2_tr-36	unigram	country	collectiontf	12.926088118951263
QALD2_tr-36	unigram	yenisei	collectiontf	2.772588722239781
QALD2_tr-36	unigram	river	collectiontf	11.46002034597524
QALD2_tr-36	unigram	flow	collectiontf	6.248042874508429
QALD2_tr-36	bigram	country yenisei	collectiontf	-Infinity
QALD2_tr-36	bigram	yenisei river	collectiontf	2.70805020110221
QALD2_tr-36	bigram	river flow	collectiontf	2.772588722239781
QALD2_tr-38	unigram	monarch	collectiontf	8.592300663903043
QALD2_tr-38	unigram	united	collectiontf	14.5437376789604
QALD2_tr-38	unigram	kingdom	collectiontf	12.922377114331551
QALD2_tr-38	unigram	married	collectiontf	5.598421958998375
QALD2_tr-38	unigram	germany	collectiontf	12.511555342607462
QALD2_tr-38	bigram	monarch united	collectiontf	0.0
QALD2_tr-38	bigram	united kingdom	collectiontf	12.553947481855287
QALD2_tr-38	bigram	kingdom married	collectiontf	0.6931471805599453
QALD2_tr-38	bigram	married germany	collectiontf	-Infinity
QALD2_tr-40	unigram	highest	collectiontf	4.356708826689592
QALD2_tr-40	unigram	mountain	collectiontf	10.444910274279497
QALD2_tr-40	unigram	australia	collectiontf	12.235043896556526
QALD2_tr-40	bigram	highest mountain	collectiontf	-Infinity
QALD2_tr-40	bigram	mountain australia	collectiontf	2.9444389791664403
QALD2_tr-41	unigram	give	collectiontf	8.642768014324304
QALD2_tr-41	unigram	soccer	collectiontf	10.313409381361234
QALD2_tr-41	unigram	club	collectiontf	14.43092806206363
QALD2_tr-41	unigram	spain	collectiontf	12.070023801066897
QALD2_tr-41	bigram	give soccer	collectiontf	-Infinity
QALD2_tr-41	bigram	soccer club	collectiontf	9.389323027504624
QALD2_tr-41	bigram	club spain	collectiontf	5.017279836814924
QALD2_tr-42	unigram	official	collectiontf	10.011669085380657
QALD2_tr-42	unigram	language	collectiontf	12.34816231143625
QALD2_tr-42	unigram	philippines	collectiontf	11.058732190770712
QALD2_tr-42	bigram	official language	collectiontf	2.772588722239781
QALD2_tr-42	bigram	language philippines	collectiontf	6.297109319933935
QALD2_tr-43	unigram	mayor	collectiontf	9.8022297204619
QALD2_tr-43	unigram	new	collectiontf	13.619945694418456
QALD2_tr-43	unigram	york	collectiontf	13.019060742855947
QALD2_tr-43	unigram	city	collectiontf	14.618563160431117
QALD2_tr-43	bigram	mayor new	collectiontf	5.241747015059643
QALD2_tr-43	bigram	new york	collectiontf	12.959425536646071
QALD2_tr-43	bigram	york city	collectiontf	11.541872429591866
QALD2_tr-44	unigram	design	collectiontf	8.37539918579835
QALD2_tr-44	unigram	brooklyn	collectiontf	10.21405572877461
QALD2_tr-44	unigram	bridge	collectiontf	10.071541137532378
QALD2_tr-44	bigram	design brooklyn	collectiontf	0.0
QALD2_tr-44	bigram	brooklyn bridge	collectiontf	4.948759890378168
QALD2_tr-45	unigram	telecommunications	collectiontf	7.403670290012373
QALD2_tr-45	unigram	organization	collectiontf	10.00960278332483
QALD2_tr-45	unigram	located	collectiontf	4.2626798770413155
QALD2_tr-45	unigram	belgium	collectiontf	10.757051454501978
QALD2_tr-45	bigram	telecommunications organization	collectiontf	2.0794415416798357
QALD2_tr-45	bigram	organization located	collectiontf	-Infinity
QALD2_tr-45	bigram	located belgium	collectiontf	-Infinity
QALD2_tr-47	unigram	highest	collectiontf	4.356708826689592
QALD2_tr-47	unigram	place	collectiontf	13.987378498945096
QALD2_tr-47	unigram	karakoram	collectiontf	3.784189633918261
QALD2_tr-47	bigram	highest place	collectiontf	-Infinity
QALD2_tr-47	bigram	place karakoram	collectiontf	0.6931471805599453
QALD2_tr-49	unigram	give	collectiontf	8.642768014324304
QALD2_tr-49	unigram	company	collectiontf	11.908905733867178
QALD2_tr-49	unigram	advertising	collectiontf	6.78105762593618
QALD2_tr-49	unigram	industry	collectiontf	10.873849716198011
QALD2_tr-49	bigram	give company	collectiontf	-Infinity
QALD2_tr-49	bigram	company advertising	collectiontf	2.772588722239781
QALD2_tr-49	bigram	advertising industry	collectiontf	4.330733340286331
QALD2_tr-50	unigram	bruce	collectiontf	10.705556400319987
QALD2_tr-50	unigram	carver	collectiontf	8.448485993406447
QALD2_tr-50	unigram	die	collectiontf	10.823730464248712
QALD2_tr-50	bigram	bruce carver	collectiontf	2.70805020110221
QALD2_tr-50	bigram	carver die	collectiontf	-Infinity
QALD2_tr-51	unigram	give	collectiontf	8.642768014324304
QALD2_tr-51	unigram	school	collectiontf	11.64066763232114
QALD2_tr-51	unigram	type	collectiontf	13.534198818453666
QALD2_tr-51	bigram	give school	collectiontf	-Infinity
QALD2_tr-51	bigram	school type	collectiontf	8.682029433869172
QALD2_tr-52	unigram	president	collectiontf	10.678007325311796
QALD2_tr-52	unigram	born	collectiontf	9.84070748441342
QALD2_tr-52	unigram	1945	collectiontf	8.647870515057853
QALD2_tr-52	bigram	president born	collectiontf	-Infinity
QALD2_tr-52	bigram	born 1945	collectiontf	-Infinity
QALD2_tr-53	unigram	give	collectiontf	8.642768014324304
QALD2_tr-53	unigram	president	collectiontf	10.678007325311796
QALD2_tr-53	unigram	united	collectiontf	14.5437376789604
QALD2_tr-53	unigram	states	collectiontf	14.307209629843593
QALD2_tr-53	bigram	give president	collectiontf	-Infinity
QALD2_tr-53	bigram	president united	collectiontf	6.98100574072173
QALD2_tr-53	bigram	united states	collectiontf	14.206640067305072
QALD2_tr-54	unigram	wife	collectiontf	6.003887067106539
QALD2_tr-54	unigram	us	collectiontf	10.894421827406049
QALD2_tr-54	unigram	president	collectiontf	10.678007325311796
QALD2_tr-54	unigram	lincoln	collectiontf	11.001849809949029
QALD2_tr-54	bigram	wife us	collectiontf	-Infinity
QALD2_tr-54	bigram	us president	collectiontf	3.091042453358316
QALD2_tr-54	bigram	president lincoln	collectiontf	-Infinity
QALD2_tr-55	unigram	develop	collectiontf	6.90875477931522
QALD2_tr-55	unigram	video	collectiontf	10.679135954607817
QALD2_tr-55	unigram	game	collectiontf	11.200226393987311
QALD2_tr-55	unigram	world	collectiontf	12.197526228728332
QALD2_tr-55	unigram	warcraft	collectiontf	4.127134385045092
QALD2_tr-55	bigram	develop video	collectiontf	-Infinity
QALD2_tr-55	bigram	video game	collectiontf	10.306449530426175
QALD2_tr-55	bigram	game world	collectiontf	6.6895992691789665
QALD2_tr-55	bigram	world warcraft	collectiontf	1.3862943611198906
QALD2_tr-57	unigram	list	collectiontf	12.520149539528866
QALD2_tr-57	unigram	episode	collectiontf	7.990238185720363
QALD2_tr-57	unigram	first	collectiontf	10.915288444217275
QALD2_tr-57	unigram	season	collectiontf	9.859222136238113
QALD2_tr-57	unigram	hbo	collectiontf	6.988413181999592
QALD2_tr-57	unigram	television	collectiontf	10.960339906956007
QALD2_tr-57	unigram	series	collectiontf	10.779976602527347
QALD2_tr-57	unigram	soprano	collectiontf	7.04141166379481
QALD2_tr-57	bigram	list episode	collectiontf	-Infinity
QALD2_tr-57	bigram	episode first	collectiontf	2.772588722239781
QALD2_tr-57	bigram	first season	collectiontf	-Infinity
QALD2_tr-57	bigram	season hbo	collectiontf	-Infinity
QALD2_tr-57	bigram	hbo television	collectiontf	0.0
QALD2_tr-57	bigram	television series	collectiontf	9.001839097398843
QALD2_tr-57	bigram	series soprano	collectiontf	4.382026634673881
QALD2_tr-58	unigram	produce	collectiontf	4.897839799950911
QALD2_tr-58	unigram	film	collectiontf	11.439644842775813
QALD2_tr-58	bigram	produce film	collectiontf	-Infinity
QALD2_tr-59	unigram	give	collectiontf	8.642768014324304
QALD2_tr-59	unigram	people	collectiontf	12.521248282290877
QALD2_tr-59	unigram	first	collectiontf	10.915288444217275
QALD2_tr-59	unigram	name	collectiontf	13.304433235858246
QALD2_tr-59	unigram	jimmy	collectiontf	10.395802913543022
QALD2_tr-59	bigram	give people	collectiontf	3.044522437723423
QALD2_tr-59	bigram	people first	collectiontf	5.8377304471659395
QALD2_tr-59	bigram	first name	collectiontf	3.6375861597263857
QALD2_tr-59	bigram	name jimmy	collectiontf	-Infinity
QALD2_tr-61	unigram	mountain	collectiontf	10.444910274279497
QALD2_tr-61	unigram	higher	collectiontf	7.890956716138919
QALD2_tr-61	unigram	nanga	collectiontf	3.784189633918261
QALD2_tr-61	unigram	parbat	collectiontf	5.0369526024136295
QALD2_tr-61	bigram	mountain higher	collectiontf	-Infinity
QALD2_tr-61	bigram	higher nanga	collectiontf	-Infinity
QALD2_tr-61	bigram	nanga parbat	collectiontf	3.58351893845611
QALD2_tr-62	unigram	create	collectiontf	5.950642552587727
QALD2_tr-62	unigram	wikipedia	collectiontf	10.223540005018359
QALD2_tr-62	bigram	create wikipedia	collectiontf	-Infinity
QALD2_tr-63	unigram	give	collectiontf	8.642768014324304
QALD2_tr-63	unigram	actor	collectiontf	10.944170542073266
QALD2_tr-63	unigram	star	collectiontf	12.420752480432188
QALD2_tr-63	unigram	batman	collectiontf	6.786716950605081
QALD2_tr-63	unigram	begin	collectiontf	6.523562306149512
QALD2_tr-63	bigram	give actor	collectiontf	-Infinity
QALD2_tr-63	bigram	actor star	collectiontf	8.004365564979574
QALD2_tr-63	bigram	star batman	collectiontf	-Infinity
QALD2_tr-63	bigram	batman begin	collectiontf	2.70805020110221
QALD2_tr-64	unigram	software	collectiontf	9.894446807883979
QALD2_tr-64	unigram	develop	collectiontf	6.90875477931522
QALD2_tr-64	unigram	organization	collectiontf	10.00960278332483
QALD2_tr-64	unigram	found	collectiontf	9.741262697441297
QALD2_tr-64	unigram	california	collectiontf	12.639959987901031
QALD2_tr-64	bigram	software develop	collectiontf	-Infinity
QALD2_tr-64	bigram	develop organization	collectiontf	-Infinity
QALD2_tr-64	bigram	organization found	collectiontf	0.6931471805599453
QALD2_tr-64	bigram	found california	collectiontf	-Infinity
QALD2_tr-65	unigram	company	collectiontf	11.908905733867178
QALD2_tr-65	unigram	work	collectiontf	8.372860820526318
QALD2_tr-65	unigram	aerospace	collectiontf	7.5251007461258
QALD2_tr-65	unigram	industry	collectiontf	10.873849716198011
QALD2_tr-65	unigram	nuclear	collectiontf	8.982561092257445
QALD2_tr-65	unigram	reactor	collectiontf	5.883322388488279
QALD2_tr-65	unigram	technology	collectiontf	9.885018036252466
QALD2_tr-65	bigram	company work	collectiontf	-Infinity
QALD2_tr-65	bigram	work aerospace	collectiontf	-Infinity
QALD2_tr-65	bigram	aerospace industry	collectiontf	4.709530201312334
